price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,zipcode,lat,long
356000,4,2,1600,12500,1,5,7,0,1938,98166,47.4713,-122.355
315000,3,1.5,1750,12500,1,3,7,600,1954,98024,47.5666,-121.902
323000,3,1.75,1830,12500,1,3,7,630,1947,98178,47.5087,-122.25
375000,4,1.75,1870,12500,1,5,6,840,1943,98056,47.511,-122.197
325000,4,1.75,1950,12500,1,3,7,620,1963,98168,47.4999,-122.327
375000,4,2.25,2020,12500,2,2,8,0,1966,98056,47.5403,-122.175
260000,4,2.5,2050,12500,1,3,7,750,1965,98198,47.42,-122.319
258000,5,2,2260,12500,1,4,8,1130,1960,98032,47.3887,-122.286
704000,4,2.75,2510,12500,1,5,8,460,1976,98052,47.6278,-122.11
508500,4,2.75,2520,12500,2,3,8,800,1979,98074,47.6225,-122.064
590000,4,2.5,3700,12500,1,5,8,1780,1973,98006,47.5403,-122.168
1.25E+06,4,2.75,4120,12500,1,4,8,2060,1947,98116,47.5914,-122.385
1.65E+06,4,3.5,4610,12500,2,3,11,0,2003,98033,47.6508,-122.203
560000,3,2.5,2280,12498,2,4,9,0,1987,98029,47.5688,-122.014
358000,3,1.5,2450,12497,1,4,7,0,1967,98065,47.5317,-121.834
1.35E+06,4,3.5,4680,12495,2,3,10,1640,2008,98033,47.6984,-122.206
465000,5,1.5,1750,12491,1,3,6,360,1961,98033,47.6995,-122.174
795000,3,2.75,2940,12487,2,3,10,0,1997,98075,47.5879,-121.973
425000,4,1,1800,12485,1,5,7,850,1955,98006,47.5729,-122.147
276750,3,2,1620,12482,1,4,7,330,1989,98042,47.3584,-122.086
430000,3,2,2350,12480,1,3,7,750,1981,98028,47.7661,-122.262
565000,5,3,2560,12480,1,3,8,970,2012,98155,47.7657,-122.284
598000,5,2.25,2890,12478,2,3,9,0,1977,98074,47.6295,-122.052
560000,3,2.5,1960,12476,2,4,8,0,1989,98056,47.5315,-122.172
539500,3,2.5,3080,12476,2,3,10,0,1990,98038,47.3752,-122.029
399000,3,2.25,1880,12473,1,3,8,460,1958,98028,47.7623,-122.256
839000,4,2.75,2400,12469,1,4,8,640,1958,98008,47.5861,-122.112
675000,4,2.5,3130,12463,1,4,8,1510,1978,98006,47.569,-122.127
638500,4,1.75,1770,12462,1,4,8,0,1962,98166,47.4355,-122.338
340500,3,1,1770,12458,1,3,7,0,1957,98155,47.7715,-122.27
760000,4,2.75,3370,12447,2,3,10,0,1991,98077,47.7309,-122.058
396450,3,1.75,1540,12446,1,5,8,0,1967,98027,47.5172,-122.027
3.00E+06,4,4.25,4850,12445,2,5,10,1000,1989,98034,47.7011,-122.244
390000,3,2,1930,12443,1,3,7,0,1969,98045,47.4906,-121.775
560000,3,1.75,2340,12443,1.5,4,8,0,1965,98006,47.5432,-122.177
815000,3,2.5,3400,12442,2,3,9,0,2001,98075,47.5611,-122.032
418500,3,2,1800,12440,1,3,8,580,1978,98074,47.6254,-122.05
500000,4,2.25,1960,12436,2,3,8,0,1984,98074,47.6276,-122.037
745000,3,2.75,3010,12432,1,4,8,1120,1970,98052,47.6392,-122.108
3.60E+06,3,3.25,5020,12431,2,3,10,1600,1941,98144,47.5925,-122.287
305000,3,2,1430,12430,1,4,7,0,1957,98056,47.4903,-122.178
590000,3,2.25,2300,12430,1,4,8,720,1960,98166,47.435,-122.347
750000,4,2.5,2850,12429,2,3,9,0,2008,98033,47.6915,-122.177
436500,5,3,3110,12429,1,3,8,1320,1977,98011,47.7463,-122.213
325000,1,1,1220,12426,1,4,6,0,1946,98198,47.4047,-122.331
1.50E+06,4,3.5,4410,12426,2,3,12,990,1996,98006,47.5518,-122.107
379600,3,1.75,1270,12420,1,4,7,0,1962,98056,47.5387,-122.179
255000,3,1,1430,12420,1,3,7,0,1964,98056,47.5116,-122.191
555700,3,2,1810,12420,1,4,7,0,1957,98008,47.5888,-122.127
936000,3,1.75,2960,12420,1,4,8,1480,1952,98116,47.5739,-122.406
300000,3,1,1290,12415,1.5,3,6,0,1908,98070,47.3719,-122.461
770000,4,2.5,3920,12415,2,3,10,0,1997,98075,47.5658,-122.032
305000,3,2.25,1646,12414,2,3,7,0,1996,98038,47.363,-122.035
386000,5,2.5,2740,12413,2,3,7,0,1990,98031,47.4199,-122.183
425000,3,1.5,1570,12412,1,3,8,0,1954,98166,47.438,-122.349
630000,3,2.5,3490,12410,2,3,8,900,2009,98059,47.4714,-122.071
970000,4,3,3510,12410,2,4,9,0,1976,98005,47.6381,-122.166
396000,4,1.75,1970,12409,1,4,7,750,1968,98028,47.7489,-122.236
310650,3,1.75,1510,12408,1,4,7,0,1969,98059,47.5069,-122.141
456150,3,2.25,1750,12408,1,5,7,600,1962,98155,47.7509,-122.3
750000,5,2.75,3330,12408,1,3,10,1590,1976,98074,47.6318,-122.058
850000,3,2.5,3120,12406,2,3,9,1180,1983,98006,47.5507,-122.141
344000,3,1,1150,12402,1,4,6,0,1969,98072,47.7422,-122.099
415500,3,1.5,1240,12400,1,3,7,0,1958,98007,47.607,-122.132
655000,4,2.5,2860,12394,2,3,10,0,1999,98075,47.5832,-122.026
456000,4,1.5,2220,12385,1,3,8,950,1978,98033,47.6734,-122.185
253500,3,1,1640,12384,1,4,7,550,1954,98003,47.3256,-122.298
356000,3,3.5,2100,12384,2,3,9,0,1980,98188,47.4687,-122.263
875000,4,2.25,3720,12384,1,5,8,1860,1970,98075,47.5836,-122.074
314500,3,1.75,1870,12381,1,4,8,0,1957,98003,47.3358,-122.32
920000,4,3,3130,12381,2,3,9,0,1995,98006,47.5599,-122.118
380000,3,1.75,1300,12378,1,4,6,0,1943,98045,47.4996,-121.778
550000,4,2,1660,12377,1,3,8,0,1966,98008,47.6231,-122.102
326500,3,1,1810,12375,2,3,7,0,1970,98072,47.7427,-122.172
575000,5,2.5,1970,12375,1,3,8,400,1959,98133,47.7412,-122.354
725126,4,2.5,3200,12369,2,3,10,0,1998,98059,47.5273,-122.143
565000,3,2.5,1880,12368,1,4,7,620,1967,98005,47.5901,-122.167
445000,4,2.75,2320,12368,1,3,8,650,1968,98133,47.7373,-122.35
629000,3,1.75,1460,12367,2,4,8,340,1970,98023,47.3311,-122.375
655000,5,3.25,3690,12353,2,5,9,0,1977,98155,47.7672,-122.292
397000,2,1,1030,12350,1.5,3,7,0,1942,98115,47.6984,-122.324
525000,3,2.25,1960,12350,1,4,7,0,1961,98027,47.5247,-122.052
705640,3,2.25,2400,12350,1,4,8,980,1968,98033,47.6533,-122.192
485000,3,2.75,2650,12350,1,4,7,1180,1975,98028,47.7669,-122.268
357000,5,2.5,2750,12350,2,3,8,0,1987,98031,47.419,-122.206
549000,5,2.5,3440,12350,1,4,9,1680,1976,98003,47.3427,-122.325
775000,3,1.75,3520,12350,1,4,8,1990,1960,98116,47.5837,-122.382
259500,3,1.75,1650,12349,1,3,7,0,1957,98188,47.442,-122.282
710000,4,2.5,2880,12349,2,3,10,0,1996,98075,47.5879,-121.973
470000,5,1.75,2030,12342,2,4,7,0,1942,98052,47.6417,-122.109
521900,3,2.5,2100,12338,2,3,9,0,1997,98072,47.7412,-122.168
582000,5,2.5,2780,12335,1,4,8,1190,1968,98006,47.5681,-122.128
354000,3,1.75,1260,12330,1,3,7,0,1968,98072,47.7412,-122.095
947500,4,2.25,3290,12329,1.5,4,10,0,1968,98040,47.5639,-122.216
365000,4,1.5,1820,12327,1,4,7,440,1955,98006,47.5767,-122.144
720000,4,3,3550,12327,1.5,4,10,1370,1990,98011,47.7533,-122.205
499000,3,1.75,1750,12325,1,4,7,280,1968,98052,47.6832,-122.118
372500,3,1.5,1180,12324,1,3,7,380,1981,98074,47.6337,-122.032
746000,3,1.75,1910,12321,1,4,7,810,1952,98004,47.5995,-122.198
771150,4,3.5,3950,12320,2,3,10,0,2001,98065,47.5414,-121.869
1.07E+06,4,3.75,4130,12320,2,3,11,0,2001,98059,47.5194,-122.151
473000,3,2.25,1620,12309,2,3,7,0,1987,98074,47.6188,-122.029
839000,3,1,1230,12305,1,3,7,0,1955,98004,47.6095,-122.195
1.16E+06,4,3.5,4270,12305,2,3,10,0,1994,98006,47.5489,-122.118
300000,3,1,970,12300,1,3,7,0,1982,98028,47.7335,-122.227
339950,3,2.25,1630,12295,2,4,7,0,1985,98058,47.4279,-122.161
411000,5,1.75,2860,12293,1,4,8,1430,1947,98133,47.7385,-122.348
984000,4,2.25,2390,12292,1,5,9,0,1962,98040,47.5528,-122.221
230000,3,1,1020,12289,1,4,7,0,1967,98058,47.4235,-122.155
534950,3,2.25,2130,12286,2,3,8,0,1977,98052,47.6471,-122.114
248500,3,2,1240,12285,1,3,7,620,1939,98023,47.3219,-122.341
417400,3,3,2680,12285,1,4,8,0,1970,98055,47.4633,-122.196
610000,3,2.5,2910,12283,2,3,10,0,1993,98058,47.4602,-122.152
439900,2,2,1410,12282,1.5,5,8,0,1909,98024,47.5242,-121.926
360000,3,1.75,1520,12282,1,3,8,300,1978,98155,47.7516,-122.299
300000,3,2.75,2340,12282,1,3,8,870,1978,98155,47.7379,-122.289
1.62E+06,4,3.25,4250,12281,2,3,12,1230,1996,98006,47.5507,-122.113
630000,4,1.75,1770,12278,1,3,7,420,1937,98115,47.7004,-122.295
545000,4,3.25,4386,12275,1,3,10,2030,2006,98092,47.3329,-122.2
460000,5,2,1910,12264,1,4,7,900,1963,98007,47.601,-122.134
725000,3,2,1550,12262,1,4,7,0,1964,98040,47.5755,-122.216
612500,4,2.5,2730,12261,2,3,9,0,1991,98011,47.7419,-122.205
396000,5,2.75,2840,12253,1,3,7,1420,1960,98028,47.7618,-122.253
190000,2,1,840,12252,1,3,6,0,1994,98010,47.3069,-122.013
400000,3,2,1010,12252,1,3,8,0,1980,98074,47.6224,-122.045
267000,3,2.5,1580,12250,2,3,8,0,1993,98198,47.3771,-122.315
267500,2,1,1747,12250,2.5,4,6,0,1948,98001,47.3282,-122.285
975000,5,4.5,4300,12250,2,3,10,0,2004,98029,47.5557,-122.027
870000,4,2.5,3340,12248,2,3,9,870,1998,98126,47.5858,-122.379
305000,3,1.75,1610,12247,1,3,8,0,1981,98058,47.4476,-122.124
425000,3,2.5,2650,12247,2,3,9,0,2002,98001,47.3185,-122.259
235000,3,1.75,1520,12246,1,4,6,0,1971,98010,47.3434,-122.049
325000,3,2.5,2130,12245,2,3,8,0,1989,98042,47.3406,-122.057
380600,3,2.5,1920,12244,2,3,7,0,1998,98019,47.7256,-121.97
308000,4,2.25,1960,12243,2,3,8,0,1989,98042,47.3405,-122.058
365000,3,1.5,1300,12240,1,3,7,0,1963,98028,47.737,-122.243
390000,3,2.75,1950,12240,1,3,7,700,1956,98028,47.7401,-122.258
1.50E+06,5,3.5,4370,12240,2,3,11,1100,1990,98004,47.582,-122.199
833000,4,1.75,2260,12238,1,3,9,0,1967,98005,47.5976,-122.178
378000,4,2.5,1890,12236,1,3,7,660,1978,98045,47.4491,-121.78
473000,3,2.25,1890,12236,1,3,8,0,1978,98074,47.6232,-122.047
212000,3,1.5,1830,12233,1.5,4,5,0,1930,98022,47.2057,-122.003
323000,3,1,1290,12231,1,3,7,0,1976,98072,47.7404,-122.11
285000,3,1.5,1780,12231,1,4,8,0,1956,98003,47.335,-122.321
322000,3,1.75,2200,12231,1,4,7,950,1964,98056,47.5076,-122.173
1.11E+06,5,3.5,7350,12231,2,3,11,2600,2001,98065,47.5373,-121.865
1.38E+06,5,3.5,5150,12230,2,3,10,1450,2007,98008,47.6249,-122.09
511100,4,2.5,1560,12220,1.5,4,7,0,1965,98027,47.5287,-122.053
907000,3,1.75,2170,12220,1,5,8,0,1965,98033,47.6537,-122.195
305000,5,2.5,2500,12220,1,3,8,810,1962,98003,47.3335,-122.325
625000,3,2,1730,12219,1,4,7,0,1986,98004,47.5825,-122.189
1.31E+06,4,2.5,2680,12215,1,3,9,1090,1956,98166,47.4396,-122.353
126500,3,1,1130,12212,1,3,6,0,1942,98146,47.4952,-122.34
237000,3,1.75,2000,12208,1,3,7,860,1979,98032,47.3752,-122.236
402000,3,2.5,1970,12205,2,4,8,0,1990,98011,47.7397,-122.209
450000,4,1.75,1740,12204,1,3,7,470,1961,98155,47.7675,-122.277
830000,4,2.25,3010,12202,1,4,9,0,1959,98005,47.6387,-122.174
210000,3,1,1230,12201,1,3,7,0,1969,98042,47.3285,-122.134
950000,4,2.75,3800,12200,2,4,10,0,1986,98006,47.5689,-122.156
350000,3,1.5,1430,12199,1,3,7,300,1948,98133,47.7352,-122.33
443000,4,1.5,1860,12197,1,3,7,0,1964,98034,47.729,-122.235
535000,3,2.75,2300,12197,2,3,8,0,1989,98166,47.4369,-122.338
455000,2,1.5,1310,12196,1.5,3,6,0,1970,98052,47.6487,-122.122
285000,3,1.5,1380,12196,1,4,7,0,1967,98003,47.3204,-122.322
458000,3,1.5,1570,12196,1,4,7,0,1972,98045,47.4866,-121.786
305000,3,1.5,1800,12196,1,4,7,0,1966,98023,47.333,-122.345
499900,4,3,2180,12196,2,4,7,0,1968,98027,47.5338,-122.033
490000,3,2,2370,12196,2,4,7,0,1970,98033,47.6734,-122.176
495000,3,2,2950,12196,2,4,7,640,1918,98166,47.4702,-122.365
664000,6,2.5,3190,12196,2,4,8,0,1979,98052,47.6309,-122.103
2.60E+06,4,4.5,5270,12195,2,3,11,1870,1979,98027,47.5696,-122.09
905000,4,2.5,3520,12193,2,4,10,0,1993,98027,47.5535,-122.095
360000,4,1.75,2010,12188,1,4,7,860,1960,98059,47.5013,-122.147
744000,3,2.5,2670,12187,2,3,8,0,1986,98052,47.6677,-122.15
368888,3,1.5,1490,12186,1,4,7,0,1950,98155,47.7739,-122.322
515000,3,2.5,3020,12184,2,3,8,0,2003,98019,47.744,-121.976
555000,3,3,2410,12183,2,3,9,0,1988,98011,47.747,-122.177
310000,3,2,2610,12180,1,3,7,940,1918,98146,47.5063,-122.346
475000,3,2.25,1580,12177,1,3,7,380,1981,98074,47.6254,-122.045
840500,4,2.25,2290,12174,1,3,7,800,1948,98178,47.5114,-122.245
1.08E+06,4,2.25,2100,12172,1,5,9,0,1961,98040,47.5458,-122.227
715000,4,2.5,2927,12171,2,3,10,0,1998,98075,47.5948,-121.983
625000,3,2.5,2360,12164,2,3,10,0,1987,98029,47.5596,-122.022
1.19E+06,4,2.5,3480,12164,1.5,4,11,0,1984,98005,47.6404,-122.171
415000,4,2,1780,12161,1,5,7,620,1950,98155,47.7746,-122.323
310000,2,1,860,12160,1,4,6,0,1921,98106,47.5267,-122.361
790000,5,3.25,2900,12160,1,4,8,1010,1967,98005,47.6154,-122.168
598780,4,2.25,3040,12160,1,4,7,1520,1963,98007,47.5911,-122.133
460000,3,1.75,1400,12155,1,4,7,0,1977,98075,47.5926,-122.047
575000,4,2.25,2060,12155,1,4,8,0,1968,98008,47.6378,-122.117
255000,4,2,2560,12155,1,4,7,1210,1960,98003,47.3326,-122.323
884250,4,2.5,3840,12151,2,3,10,0,1998,98075,47.5953,-121.986
416000,3,1,1110,12150,1,4,7,0,1957,98008,47.6034,-122.122
310000,4,1.75,1880,12150,1,3,7,600,1976,98023,47.3272,-122.363
479900,3,2,1980,12150,1,3,9,0,1994,98042,47.3657,-122.152
750000,4,2.25,3140,12150,2,3,9,0,1979,98074,47.6361,-122.047
695000,4,2.5,2961,12146,2,3,9,0,1998,98075,47.5839,-122.052
199000,3,1,1390,12145,1,4,7,0,1964,98042,47.4225,-122.15
425000,4,2.5,3052,12145,2,3,8,0,2004,98003,47.2598,-122.304
435000,2,1.75,1910,12142,1,3,9,0,1976,98074,47.6276,-122.053
363000,4,3,2250,12142,2,3,8,0,1986,98058,47.4338,-122.16
535000,3,1.75,2330,12141,1,3,7,940,1983,98072,47.7607,-122.146
535000,4,2.5,2710,12138,1,3,8,1010,1968,98155,47.7657,-122.29
680000,4,1,2200,12137,1,4,8,560,1956,98028,47.7473,-122.261
605000,3,2.25,2080,12134,1,4,8,550,1973,98052,47.6315,-122.102
1.17E+06,3,2.75,2890,12130,2,4,10,60,1987,98033,47.6505,-122.203
310000,4,2.25,2192,12128,2,3,8,0,2006,98030,47.3644,-122.2
243000,3,1.75,1450,12125,1,4,7,0,1981,98001,47.3575,-122.28
299000,1,0.75,560,12120,1,3,4,0,1967,98014,47.675,-121.854
562100,3,2.25,2090,12112,2,3,8,0,1983,98052,47.7015,-122.13
1.10E+06,5,3.25,4010,12110,2,3,11,0,2003,98059,47.5228,-122.151
525000,4,2.5,2740,12106,1,3,8,760,1992,98133,47.7648,-122.355
1.51E+06,3,2.5,4010,12105,1,5,11,1410,1983,98006,47.554,-122.151
1.38E+06,4,3.25,4290,12103,1,3,11,1600,1997,98006,47.5503,-122.102
1.40E+06,4,3.25,4290,12103,1,3,11,1600,1997,98006,47.5503,-122.102
390000,4,1.5,1940,12100,1,3,7,0,1962,98033,47.6892,-122.164
565000,4,1,2170,12100,1,5,7,0,1961,98033,47.6893,-122.164
765000,4,2.25,2560,12100,1,4,8,800,1976,98052,47.631,-122.108
675000,4,2.25,2760,12100,2,4,9,0,1976,98074,47.6285,-122.058
695000,3,3.25,3080,12100,2,3,8,1000,1984,98117,47.695,-122.399
827000,4,2.5,3230,12100,1,3,9,1360,1977,98006,47.562,-122.146
250000,3,2,1470,12096,1,4,6,0,1942,98030,47.3734,-122.193
860000,3,2.25,3060,12095,2,3,10,0,1983,98006,47.5611,-122.106
424240,3,2,2080,12094,2,4,8,0,1982,98052,47.7035,-122.164
589950,3,2,2080,12094,2,4,8,0,1982,98052,47.7035,-122.164
232000,2,1,1240,12092,1,3,6,280,1922,98146,47.4957,-122.352
240500,2,1,1240,12092,1,3,6,280,1922,98146,47.4957,-122.352
339950,3,1.75,1330,12092,1,4,6,610,1981,98168,47.5102,-122.324
460000,2,1,1430,12092,1,4,7,0,1938,98125,47.7023,-122.276
96500,3,1,840,12091,1,3,6,0,1959,98023,47.3281,-122.343
185000,3,1,840,12091,1,3,6,0,1959,98023,47.3281,-122.343
565000,4,2.5,2500,12090,1,3,9,0,1983,98074,47.6346,-122.045
927000,4,2.75,3300,12090,2,3,8,0,1953,98004,47.6294,-122.218
500000,5,3.25,3130,12087,2,3,8,950,1975,98027,47.5336,-122.052
440000,2,1,1280,12086,1,3,7,430,1983,98074,47.634,-122.033
299500,4,2.5,2010,12085,2,3,8,0,1986,98042,47.3406,-122.057
1.98E+06,4,4,4360,12081,2,3,10,0,2007,98004,47.6377,-122.219
487600,4,2.5,2340,12080,2,3,8,0,1999,98019,47.7325,-121.969
769995,5,2.75,3360,12080,2,3,9,0,2014,98011,47.7757,-122.173
1.09E+06,4,3.25,3740,12080,1,3,10,1740,1988,98077,47.7214,-122.056
775000,5,2.75,3750,12077,2,3,10,0,2005,98038,47.3525,-122.002
1.05E+06,3,2.5,3470,12076,2,3,10,910,1988,98040,47.5319,-122.238
418000,3,1.75,1670,12075,1,3,7,300,1958,98155,47.7681,-122.307
495000,4,2.5,2980,12075,1,3,8,1070,2007,98056,47.5074,-122.172
204000,3,1,1000,12070,1,4,7,0,1968,98042,47.3621,-122.11
615000,5,2.25,2480,12070,2,3,9,0,1978,98074,47.631,-122.052
790000,4,3,3180,12070,2,4,9,0,1976,98074,47.6371,-122.058
439950,4,2.5,2380,12067,2,3,7,0,2002,98059,47.4873,-122.144
379950,3,1.75,2040,12065,1,3,8,0,1987,98038,47.3756,-122.044
695000,3,2.75,2590,12063,2,3,10,0,1993,98006,47.5527,-122.12
796500,3,2.75,2590,12063,2,3,10,0,1993,98006,47.5527,-122.12
374950,4,2.5,1980,12062,2,3,8,0,1992,98031,47.4038,-122.167
311000,3,1,1640,12060,1,4,7,0,1960,98059,47.4941,-122.151
500000,2,1,1630,12059,1,3,7,360,1947,98125,47.7228,-122.314
250750,5,1.75,2140,12058,1,4,8,0,1951,98002,47.3167,-122.214
400000,4,2,1670,12056,1,3,7,0,1955,98028,47.7418,-122.244
542000,3,2.25,2220,12056,2,3,8,0,1985,98052,47.7148,-122.101
518000,4,2.75,2440,12051,1,5,8,1000,1966,98133,47.7456,-122.351
277500,4,2,1700,12048,2,3,7,0,1990,98030,47.3748,-122.186
736000,4,2.5,2290,12047,2,4,9,0,1988,98006,47.5599,-122.105
486000,4,2.5,3560,12047,2,3,10,0,1988,98023,47.3019,-122.341
627800,4,1.75,2010,12044,1,3,9,0,1982,98074,47.6446,-122.068
470000,4,2.5,2320,12042,1,4,7,1000,1975,98072,47.763,-122.16
380000,3,2.25,2530,12042,2,3,8,0,1989,98042,47.3742,-122.125
1.26E+06,5,4,4180,12042,2,3,10,0,2014,98075,47.5959,-122.014
253500,3,1.5,1440,12040,1,4,7,0,1959,98042,47.3715,-122.16
330000,4,3,1920,12040,1,3,7,0,1962,98168,47.4805,-122.301
495000,4,1.75,2570,12039,1,3,8,660,1978,98074,47.626,-122.048
865950,5,3.5,4890,12039,2,3,9,1300,2014,98011,47.7338,-122.208
347500,3,1,1830,12036,1,3,7,280,1977,98042,47.3126,-122.043
610000,6,2.5,3610,12033,2,3,8,400,1970,98011,47.7692,-122.219
490000,3,2.5,2080,12032,2,3,8,0,1978,98077,47.7455,-122.073
592500,4,2.5,2240,12032,1,3,9,0,1983,98074,47.6143,-122.017
1.17E+06,5,2.75,3090,12031,1,5,9,1490,1968,98040,47.5342,-122.226
599900,3,1.5,2605,12030,1,3,8,1250,2003,98019,47.7725,-121.899
639000,4,2.5,2150,12028,2,4,8,0,1982,98052,47.7224,-122.101
693000,3,2.5,2460,12028,2,3,9,0,1996,98052,47.691,-122.095
327500,3,2.5,2090,12027,2,3,8,0,1991,98031,47.4084,-122.213
248500,3,1.75,2090,12026,1,4,7,0,1948,98002,47.3095,-122.217
1.43E+06,3,2,1890,12017,1,3,8,0,1949,98004,47.6203,-122.21
1.21E+06,5,4.25,4150,12015,2,3,10,0,2014,98075,47.5816,-122.021
225000,3,2.25,2510,12013,2,3,8,0,1988,98003,47.3473,-122.314
358000,3,2.25,2510,12013,2,3,8,0,1988,98003,47.3473,-122.314
442000,4,2.25,2080,12007,1,4,8,860,1979,98074,47.6259,-122.051
658000,3,1,1290,12005,1,4,7,0,1966,98033,47.6835,-122.199
738950,4,2.75,2260,12005,1,4,8,0,1956,98005,47.6342,-122.171
599000,5,2.5,3470,12003,2,3,8,0,1978,98074,47.624,-122.048
870000,4,2.5,2650,12001,2,4,9,0,1984,98006,47.5496,-122.14
248000,1,1,790,12000,1,3,6,0,1918,98118,47.5146,-122.265
334550,2,1,880,12000,1,3,7,0,1939,98133,47.7436,-122.356
217000,3,1,1000,12000,1,3,7,0,1959,98023,47.3321,-122.346
315000,3,1.75,1010,12000,1,4,7,0,1977,98011,47.77,-122.207
400000,3,1,1060,12000,1,3,7,0,1952,98133,47.7703,-122.35
480000,2,2,1140,12000,1,3,6,0,1943,98027,47.5277,-122.031
219000,3,1.5,1200,12000,1,3,7,0,1986,98001,47.268,-122.245
179900,3,1.75,1230,12000,1,3,6,0,1970,98001,47.2878,-122.251
700000,2,1,1300,12000,1,4,8,0,1959,98004,47.6366,-122.229
300000,3,1,1380,12000,1,3,7,0,1963,98031,47.3997,-122.215
515000,3,1.75,1490,12000,1,4,7,0,1956,98006,47.569,-122.175
245000,3,2.25,1530,12000,1,3,7,460,1979,98023,47.2715,-122.338
491500,3,2.25,1560,12000,1,4,7,450,1968,98034,47.7256,-122.166
575950,3,2.25,1640,12000,1,3,7,460,1967,98008,47.6252,-122.104
255000,3,1,1710,12000,1,4,7,0,1972,98001,47.2616,-122.281
539000,3,1.5,1740,12000,2,3,9,0,1974,98074,47.6276,-122.053
500000,2,1.5,1760,12000,1,4,7,0,1964,98052,47.6288,-122.109
199900,4,1.75,1790,12000,1,5,6,0,1944,98001,47.2664,-122.256
243000,3,1.75,1790,12000,1,3,7,750,1960,98198,47.3945,-122.313
257000,3,2.25,1810,12000,2,3,7,0,1992,98003,47.3476,-122.3
469500,3,2.25,1850,12000,1,4,7,550,1977,98072,47.7408,-122.101
267500,3,2.25,1860,12000,1,4,7,0,1976,98092,47.2942,-122.19
420000,4,2.25,2030,12000,2,3,7,0,1977,98011,47.7699,-122.168
506000,4,2.25,2040,12000,1,4,7,740,1963,98028,47.7362,-122.241
613000,5,2.5,2070,12000,1,4,7,730,1967,98008,47.626,-122.104
287500,4,2.25,2250,12000,2,3,8,0,1985,98032,47.3715,-122.274
311750,4,2.25,2270,12000,1,4,7,980,1976,98023,47.3287,-122.353
420000,4,2.25,2270,12000,1,4,7,910,1979,98072,47.7559,-122.148
320000,3,1.75,2300,12000,1,3,8,530,1942,98133,47.7599,-122.343
299000,4,2,2320,12000,1,3,7,600,1943,98108,47.5246,-122.325
318888,4,1.75,2320,12000,1,4,8,50,1973,98032,47.3644,-122.28
650000,4,1.75,2390,12000,1,3,8,920,1979,98052,47.7061,-122.163
648000,5,2.25,2410,12000,2,4,8,0,1973,98006,47.5434,-122.175
725000,4,3,2420,12000,1,3,9,0,1984,98077,47.7267,-122.063
725000,6,3,2480,12000,2,3,8,0,1972,98007,47.6131,-122.145
305000,4,2.5,2510,12000,1,3,8,990,1977,98023,47.3086,-122.384
598500,3,2.25,2520,12000,1,3,10,0,1978,98074,47.6381,-122.062
505000,4,2,2730,12000,1,4,8,1320,1998,98155,47.7733,-122.271
780000,5,2,2880,12000,2,3,8,0,1921,98144,47.5861,-122.295
725000,5,2.5,3210,12000,1,4,8,1380,1968,98007,47.6205,-122.148
779000,6,2.5,3250,12000,1,3,8,1450,1966,98115,47.6935,-122.28
879900,4,2.75,3580,12000,1,3,10,1740,1979,98074,47.6319,-122.05
460000,4,2.5,2680,11998,1,3,8,1170,1960,98003,47.337,-122.321
399950,3,2.25,1560,11997,1,3,7,300,1988,98065,47.5378,-121.742
287000,4,2.25,2270,11997,1,4,7,730,1959,98198,47.4095,-122.296
332900,3,1.5,1190,11996,1,4,7,0,1969,98077,47.7561,-122.071
510000,3,2,1410,11995,1,4,8,0,1965,98006,47.5718,-122.127
785000,5,3.25,3660,11995,2,3,10,0,2006,98065,47.5337,-121.86
765000,3,2.5,2310,11993,2,3,9,0,1988,98006,47.5438,-122.139
815000,3,2,2270,11989,1,4,9,0,1968,98040,47.5434,-122.229
340000,3,1.75,1730,11986,1,5,6,0,1918,98198,47.3595,-122.323
525000,3,2.5,2970,11985,1,3,9,1200,1995,98074,47.6359,-122.052
745000,3,2.5,2970,11985,1,3,9,1200,1995,98074,47.6359,-122.052
302500,3,2.25,3100,11985,1,4,7,1310,1963,98198,47.3825,-122.31
312500,4,2.5,2500,11983,1,3,7,1180,1984,98058,47.4292,-122.148
3.17E+06,5,3.5,4330,11979,1,3,12,2240,2008,98004,47.6251,-122.218
392000,3,1.5,1500,11975,1,4,7,0,1970,98045,47.4658,-121.758
730000,4,2.5,2740,11975,2,4,8,0,1991,98074,47.6315,-122.028
1.85E+06,4,2.5,3830,11972,1,3,11,1460,1981,98155,47.7404,-122.284
275000,5,2,2260,11970,1,4,7,1010,1962,98031,47.3896,-122.218
435000,6,2.5,2270,11970,1,3,7,800,1964,98011,47.7722,-122.204
310000,5,2,2900,11970,2,4,7,0,1969,98072,47.741,-122.095
224000,3,1.75,1500,11968,1,3,6,0,2014,98010,47.3095,-122.002
382000,5,2.25,2880,11965,2,4,8,0,1990,98042,47.3734,-122.124
825500,3,2.5,2780,11964,2,3,9,0,2009,98034,47.7127,-122.216
205950,3,1,970,11963,1,4,6,0,1970,98198,47.3776,-122.315
229950,3,1.75,1170,11960,1,4,7,0,1969,98042,47.3279,-122.136
712000,4,2.25,2450,11960,1,3,10,0,1979,98074,47.6351,-122.06
698000,3,2.75,2640,11957,1.5,3,9,380,1978,98052,47.6491,-122.12
330000,2,1.5,1440,11954,1,4,8,0,1978,98002,47.2909,-122.219
